,created_at,results
0,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-Root', 'sdk_element_title': None, 'sdk_element_xpath': '/*', 'test_data_xpaths': [{'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af96b', 'test_data_id': '627166-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af96c', 'test_data_id': '477571-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af96d', 'test_data_id': '657637-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af96e', 'test_data_id': '447107-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af96f', 'test_data_id': '428929-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af970', 'test_data_id': '437962-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af971', 'test_data_id': '570415-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af972', 'test_data_id': '517337-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af973', 'test_data_id': '394433-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af974', 'test_data_id': '549319-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af975', 'test_data_id': '375777-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af976', 'test_data_id': '383556-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af977', 'test_data_id': '608979-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af978', 'test_data_id': '419360-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af979', 'test_data_id': '411501-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af97a', 'test_data_id': '652791-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af97b', 'test_data_id': '482487-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af97c', 'test_data_id': '425773-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af97d', 'test_data_id': '515525-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af97e', 'test_data_id': '516027-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af97f', 'test_data_id': '538036-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af980', 'test_data_id': '646399-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af981', 'test_data_id': '370220-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af982', 'test_data_id': '511729-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af983', 'test_data_id': '410184-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af984', 'test_data_id': '632577-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af985', 'test_data_id': '536086-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af986', 'test_data_id': '595496-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af987', 'test_data_id': '536356-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af988', 'test_data_id': '586596-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af989', 'test_data_id': '424593-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af98a', 'test_data_id': '445064-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af98b', 'test_data_id': '602825-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af98c', 'test_data_id': '616514-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af98d', 'test_data_id': '519304-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}, {'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af98e', 'test_data_id': '644753-2024', 'xpaths': [{'xpath': 'ContractAwardNotice', 'value': None}]}], 'is_covered': True, 'xpath_conditions': [{'xpath_condition': ""/*/cbc:NoticeTypeCode/@listName='planning' or (/*/cbc:NoticeTypeCode/@listName='change' and exists(/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeSubType/cbc:SubTypeCode[contains('1 2 3 4 5 6 7 8 9 T01', text())]))"", 'meets_xpath_condition': False}, {'xpath_condition': ""/*/cbc:NoticeTypeCode/@listName='dir-awa-pre' or (/*/cbc:NoticeTypeCode/@listName='change' and exists(/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeSubType/cbc:SubTypeCode[contains('25 26 27 28', text())]))"", 'meets_xpath_condition': False}, {'xpath_condition': ""/*/cbc:NoticeTypeCode/@listName='cont-modif' or (/*/cbc:NoticeTypeCode/@listName='change' and exists(/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeSubType/cbc:SubTypeCode[contains('38 39 40', text())]))"", 'meets_xpath_condition': True}], 'message': None}"
1,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-ReviewRequests', 'sdk_element_title': None, 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AppealsInformation', 'test_data_xpaths': [], 'is_covered': False, 'xpath_conditions': [{'xpath_condition': '', 'meets_xpath_condition': True}], 'message': None}"
2,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-ReviewStatus', 'sdk_element_title': None, 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AppealsInformation/efac:AppealStatus', 'test_data_xpaths': [], 'is_covered': False, 'xpath_conditions': [{'xpath_condition': '', 'meets_xpath_condition': True}], 'message': None}"
3,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-AppealingParty', 'sdk_element_title': None, 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AppealsInformation/efac:AppealStatus/efac:AppealingParty', 'test_data_xpaths': [], 'is_covered': False, 'xpath_conditions': [{'xpath_condition': '', 'meets_xpath_condition': True}], 'message': None}"
4,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-AppealProcessingParty', 'sdk_element_title': None, 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AppealsInformation/efac:AppealStatus/efac:AppealProcessingParty', 'test_data_xpaths': [], 'is_covered': False, 'xpath_conditions': [{'xpath_condition': '', 'meets_xpath_condition': True}], 'message': None}"
5,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-PMCAnswersDeadline', 'sdk_element_title': None, 'sdk_element_xpath': ""/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AnswerReceptionPeriod"", 'test_data_xpaths': [], 'is_covered': False, 'xpath_conditions': [{'xpath_condition': 'exists(cbc:EndDate) or exists(cbc:EndTime)', 'meets_xpath_condition': False}], 'message': None}"
6,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'ND-ConcessionRevenue', 'sdk_element_title': None, 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue', 'test_data_xpaths': [{'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af985', 'test_data_id': '536086-2024', 'xpaths': [{'xpath': 'ContractAwardNotice/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue', 'value': None}]}], 'is_covered': True, 'xpath_conditions': [{'xpath_condition': '', 'meets_xpath_condition': True}], 'message': None}"
7,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'BT-160-Tender', 'sdk_element_title': 'Concession Revenue Buyer', 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efbc:RevenueBuyerAmount', 'test_data_xpaths': [{'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af985', 'test_data_id': '536086-2024', 'xpaths': [{'xpath': 'ContractAwardNotice/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efbc:RevenueBuyerAmount', 'value': '10000000'}]}], 'is_covered': True, 'xpath_conditions': [{'xpath_condition': ""not( exists(efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='con-rev-buy']) and efbc:RevenueBuyerAmount/text() = '-1' )"", 'meets_xpath_condition': True}], 'message': None}"
8,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'BT-162-Tender', 'sdk_element_title': 'Concession Revenue User', 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efbc:RevenueUserAmount', 'test_data_xpaths': [{'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af985', 'test_data_id': '536086-2024', 'xpaths': [{'xpath': 'ContractAwardNotice/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efbc:RevenueUserAmount', 'value': '10000000'}]}], 'is_covered': True, 'xpath_conditions': [{'xpath_condition': ""not( exists(efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='con-rev-use']) and efbc:RevenueUserAmount/text() = '-1' )"", 'meets_xpath_condition': True}], 'message': None}"
9,2025-04-16 10:03:13.989531+00:00,"{'sdk_element_id': 'BT-163-Tender', 'sdk_element_title': 'Concession Value Description', 'sdk_element_xpath': '/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efbc:ValueDescription', 'test_data_xpaths': [{'test_data_suite_oid': '67feb3e6dca42e57948af96a', 'test_data_suite_id': 'sampling_eforms_all_can-1.11', 'test_data_oid': '67feb3e6dca42e57948af985', 'test_data_id': '536086-2024', 'xpaths': [{'xpath': 'ContractAwardNotice/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efbc:ValueDescription', 'value': '10.000.000,00'}]}], 'is_covered': True, 'xpath_conditions': [{'xpath_condition': ""not( exists(efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='val-con-des']) and efbc:ValueDescription/text() = 'unpublished' )"", 'meets_xpath_condition': True}], 'message': None}"
